imdb_title_id,title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
tt0003131,Maudite soit la guerre,1914,01/05/1914,"Drama, War",50,Belgium,French,Alfred Machin,Alfred Machin,Belge Cinéma Film,"Baert, Suzanne Berni, Fernand Crommelynck, Nadia D'Angely, Henri Goidsen, Albert Hendrickx, Maurice Auzat, Renée Bailly, Georges Etienne, Zizi Festerat, Lucien Mussière, Réginald, Jane Tony","An army pilot is on a visit at the home of another army pilot in the neighboured country. He falls in love with his sister. After the outbreak of a war between the two countries, her ...",6.5,124,NA,NA,NA,NA,2,2
tt0003772,Cinderella,1914,28/12/1914,"Fantasy, Drama",52,USA,English,James Kirkwood,Charles Perrault,Famous Players Film Company,"Mary Pickford, Owen Moore, Isabel Vernon, Georgia Wilson, Lucille Carney, W.N. Cone, Inez Ranous","Though mistreated by her cruel stepmother and stepsisters, Cinderella is able to attend the royal ball through the help of a fairy godmother.",6,929,NA,NA,NA,NA,10,3
tt0004743,Uncle Tom's Cabin,1914,10/08/1914,Drama,54,USA,NA,William Robert Daly,"Harriet Beecher Stowe, George L. Aiken",World Film,"Sam Lucas, Walter Hitchcock, Hattie Delaro, Master Abernathy, Teresa Michelena, Irving Cummings, Paul Scardon, Marie Eline, Garfield Thompson, Roy Applegate, Boots Wall",A black and white silent film based on Harriet Beecher Stowe's novel documenting the life and times of Uncle Tom.,5.3,112,NA,NA,NA,NA,4,NA
tt0004825,The Wishing Ring: An Idyll of Old England,1914,09/11/1914,"Comedy, Drama",54,USA,English,Maurice Tourneur,"Owen Davis, Maurice Tourneur",Shubert Film Corporation,"Vivian Martin, Alec B. Francis, Chester Barnett, Gyp Williams, Simeon Wiltsie, Walter Morton, Johnny Hines","After being expelled from college, Giles runs away from home and meets a young lady who he falls for.",6.4,242,NA,NA,NA,NA,6,2
tt0004972,The Birth of a Nation,1915,21/03/1915,"Drama, History, War",195,USA,None,D.W. Griffith,"Thomas Dixon Jr., Thomas Dixon Jr.",David W. Griffith Corp.,"Henry B. Walthall, Lillian Gish, Mae Marsh, Miriam Cooper, Mary Alden, Ralph Lewis, George Siegmann, Walter Long, Robert Harron, Wallace Reid, Joseph Henabery, Elmer Clifton, Josephine Crowell, Spottiswoode Aitken, George Beranger","The Stoneman family finds its friendship with the Camerons affected by the Civil War, both fighting in opposite armies. The development of the war in their lives plays through to Lincoln's assassination and the birth of the Ku Klux Klan.",6.3,22213,$ 100000,NA,NA,NA,368,97
tt0005060,Carmen,1915,31/10/1915,Drama,59,USA,English,Cecil B. DeMille,"Prosper Mérimée, William C. de Mille",Jesse L. Lasky Feature Play Company,"Geraldine Farrar, Wallace Reid, Pedro de Cordoba, Horace B. Carpenter, William Elmer, Jeanie Macpherson, Anita King, Milton Brown, Tex Driscoll","In order to help her smuggler kinsmen, a sultry gypsy seduces and corrupts an officer of the Civil Guard turning him into a traitor and murderer.",6.4,894,$ 23430,NA,NA,NA,20,8
tt0006809,His Picture in the Papers,1916,13/02/1916,Comedy,62,USA,English,John Emerson,"John Emerson, Anita Loos",Fine Arts Film Company,"Douglas Fairbanks, Clarence Handyside, Rene Boucicault, Jean Temple, Charles Butler, Loretta Blake, Homer Hunt, Helena Rupport","A young man can only get the woman he loves if he becomes famous and manages to get his picture in the newspapers. He determines to let nothing stand in the way of his doing exactly that, ...",5.9,127,$ 42600,NA,NA,NA,8,4
tt0007260,The Return of Draw Egan,1916,15/10/1916,"Action, Adventure, Romance",50,USA,English,William S. Hart,"C. Gardner Sullivan, C. Gardner Sullivan",Kay-Bee Pictures,"William S. Hart, Margery Wilson, Robert McKim, Louise Glaum, J.P. Lockney","Outlaw leader ""Draw"" Egan, believed dead, turns up in the town of Yellow Dog. The townsfolk believe him to be William Blake, a strong and law-abiding man. They appoint him sheriff to rid ...",6.5,141,NA,NA,NA,NA,6,1
tt0008011,A Girl's Folly,1917,26/02/1917,Comedy,65,USA,NA,Maurice Tourneur,"Frances Marion, Maurice Tourneur",Paragon Films,"Robert Warwick, Doris Kenyon, June Elvidge, Jane Adair, Chester Barnett, Johnny Hines","A restless young girl yearns to leave her rural environment and ""get away from it all"". One day she stumbles upon a film crew shooting a western near her home. She makes friends with the ...",6.1,135,NA,NA,NA,NA,8,2
tt0009150,Hearts of the World,1918,01/06/1918,"Drama, War",117,USA,English,D.W. Griffith,"D.W. Griffith, D.W. Griffith",D.W. Griffith Productions,"Lillian Gish, Robert Harron, Dorothy Gish, Adolph Lestina, Josephine Crowell, Jack Cosgrave, Kate Bruce, Ben Alexander, Marion Emmons, Francis Marion, Robert Anderson, George Fawcett, George Siegmann, Fay Holderness, L. Lowry",Young lovers in a French village are torn apart with the coming of the Great War.,6.4,906,NA,NA,NA,NA,16,12
tt0009878,Anders als die Andern,1919,28/05/1919,"Crime, Drama, History",50,Germany,"English, German",Richard Oswald,"Magnus Hirschfeld, Richard Oswald",Richard-Oswald-Produktion,"Conrad Veidt, Leo Connard, Ilse von Tasso-Lind, Alexandra Willegh, Ernst Pittschau, Fritz Schulz, Wilhelm Diegelmann, Clementine Plessner, Anita Berber, Reinhold Schünzel, Helga Molander, Magnus Hirschfeld, Karl Giese","Two male musicians fall in love, but blackmail and scandal makes the affair take a tragic turn.",7,1122,NA,NA,NA,NA,16,16
tt0010598,Præsidenten,1919,09/02/1920,Drama,75,Denmark,NA,Carl Theodor Dreyer,"Carl Theodor Dreyer, Karl Emil Franzos",Nordisk Film,"Richard Christensen, Christian Engelstoft, Hallander Helleman, Halvard Hoff, Jon Iversen, Jacoba Jessen, Betty Kirkeby, Carl Lauritzen, Axel Madsen, Carl Walther Meyer, Peter Nielsen, Fanny Petersen, Elith Pio, Olga Raphael-Linden","The judge in a Danish town sees his illegitimate daughter facing a trial for the murder of her newborn child, and is rather sure that she will be sentenced to death. She became pregnant ...",6.6,776,NA,NA,NA,NA,7,10
tt0012408,The Love Light,1921,09/01/1921,Drama,89,USA,English,Frances Marion,Frances Marion,Mary Pickford Company,"Mary Pickford, Evelyn Dumo, Raymond Bloomer, Fred Thomson, Albert Prisco, George Regas, Eddie Phillips, Jean De Briac","Angela maintains a coastal lighthouse in Italy, where she awaits the return of her brothers from the war. She learns they are casualties and takes solace in the arms of an American sailor ...",6.5,338,NA,$ 690965,NA,NA,12,2
tt0012752,The Three Musketeers,1921,28/08/1921,"Action, Adventure, Romance",119,USA,English,Fred Niblo,"Alexandre Dumas, Edward Knoblock",Douglas Fairbanks Pictures,"Adolphe Menjou, Mary MacLaren, Nigel De Brulier, Thomas Holding, Marguerite De La Motte, Willis Robards, Boyd Irwin, Barbara La Marr, Lon Poff, Walt Whitman, Sidney Franklin, Charles Belcher, Charles Stevens, Léon Bary, George Siegmann","The young Gascon D'Artagnan arrives in Paris, his heart set on joining the king's Musketeers. He is taken under the wings of three of the most respected and feared Musketeers, Porthos, ...",6.9,846,NA,$ 3270000,NA,NA,15,13
tt0013059,Der var engang,1922,03/10/1922,"Drama, Family, Fantasy",75,Denmark,NA,Carl Theodor Dreyer,"Holger Drachmann, Carl Theodor Dreyer",Sophus Madsen Film,"Clara Pontoppidan, Svend Methling, Peter Jerndorff, Hakon Ahnfelt-Rønne, Mohamed Archer, Bodil Faber, Wilhelmine Henriksen, Lili Lani, Henry Larsen, Frederik Leth, Schiøler Linck, Gerda Madsen, Lars Madsen, Torben Meyer, Karen Poulsen","A beautiful but imperious princess refuses all offers of marriage, often condemning her suitors to death. The prince of Denmark comes seeking her hand and, aided by magic objects given to him by a mysterious spirit, seeks to win her love.",6.3,343,NA,NA,NA,NA,4,1
tt0013469,Othello,1922,17/09/1922,"Drama, Romance",79,Germany,German,Dimitri Buchowetzki,"Dimitri Buchowetzki, Karl Mueller-Hagens",Wörner-Filmgesellschaft,"Emil Jannings, Werner Krauss, Ica von Lenkeffy, Theodor Loos, Ferdinand von Alten, Friedrich Kühne, Magnus Stifter, Lya De Putti, Ludwig Rex",Based on Shakespeare's play: The treacherous Iago plans to ruin the life of Othello by provoking him to jealousy.,6.4,233,NA,NA,NA,NA,10,5
tt0013515,The Prisoner of Zenda,1922,11/09/1922,"Adventure, Romance",125,USA,None,Rex Ingram,"Anthony Hope, Mary O'Hara",Metro Pictures Corporation,"Lewis Stone, Alice Terry, Robert Edeson, Stuart Holmes, Ramon Novarro, Barbara La Marr, Malcolm McGregor, Edward Connelly, Lois Lee, John George, Snitz Edwards, Fairfax Burger, S.E. Jennings","When the king is drugged and abducted by his ambitious brother, a lookalike relative must take his place to keep the evil sibling off the throne.",6.7,452,$ 323062,NA,NA,NA,16,5
tt0013951,The Covered Wagon,1923,08/09/1924,"Adventure, Romance, Western",98,USA,English,James Cruze,"Emerson Hough, Jack Cunningham",Paramount Pictures,"J. Warren Kerrigan, Lois Wilson, Alan Hale, Ernest Torrence, Tully Marshall, Ethel Wales, Charles Ogle, Guy Oliver, Johnny Fox, James Cruze","Two wagon caravans converge at what is now Kansas City, and combine for the westward push to Oregon. On their quest the pilgrims will experience desert heat, mountain snow, hunger, and ...",6.6,505,$ 782000,NA,NA,NA,6,14
tt0014112,Haldane of the Secret Service,1923,30/09/1923,"Adventure, Crime, Drama",84,USA,English,Harry Houdini,NA,Houdini Picture Corporation,"Harry Houdini, Gladys Leslie, William Humphrey, Richard Carlyle, Edward Boulden, Jane Jennings, Charles Fang, Myrtle Morse, Irving Brooks","Heath Haldane (Houdini) tracks down a vicious gang of counterfeiters, narrowly missing death several times. He must rescue Adele Ormsby, whom he loves despite her pending marriage.",5.5,114,NA,NA,NA,NA,6,2
tt0014516,Die Straße,1923,29/11/1923,Drama,74,Germany,German,Karl Grune,"Karl Grune, Carl Mayer",Stern-Film,"Anton Edthofer, Aud Egede-Nissen, Leonhard Haskel, Lucie Höflich, Eugen Klöpfer, Max Schreck",Presents two distinct plot lines until the two eventually merge: the first is that of the bored middle-aged man seeking a departure from monotony in his life; the second is that of the ...,7,347,NA,NA,NA,NA,4,2
tt0014532,The Ten Commandments,1923,23/11/1923,"Biography, Drama, Fantasy",136,USA,English,Cecil B. DeMille,Jeanie Macpherson,Paramount Pictures,"Theodore Roberts, Charles de Rochefort, Estelle Taylor, Julia Faye, Pat Moore, James Neill, Lawson Butt, Clarence Burton, Noble Johnson, Edythe Chapman, Richard Dix, Rod La Rocque, Leatrice Joy, Nita Naldi, Robert Edeson","After hearing the story of Moses, the sons of a devout Christian mother go their own ways, while the atheist brother's breaking of the Ten Commandments leads to tragedy.",6.8,1915,$ 1800000,NA,NA,NA,34,11
tt0014538,Three Ages,1923,16/08/1928,Comedy,63,USA,NA,"Edward F. Cline, Buster Keaton","Clyde Bruckman, Joseph A. Mitchell",Buster Keaton Productions,"Buster Keaton, Margaret Leahy, Wallace Beery, Joe Roberts, Lillian Lawrence, Kewpie Morgan",The misadventures of Buster in three separate historical periods.,7.1,3949,NA,NA,NA,NA,24,36
tt0015036,Kean,1924,15/02/1924,Drama,136,France,NA,Alexandre Volkoff,"Alexandre Dumas, Kenelm Foss",Films Albatros,"Ivan Mozzhukhin, Nathalie Lissenko, Pauline Po, Otto Detlefsen, Mary Odette, Kenelm Foss, Nicolas Koline, Georges Deneubourg, Albert Bras, Joe Alex, Jules de Spoly, Konstantin Mic, Pierre Mindaist, Laurent Morléas","When a famous Shakespearean actor falls in love with a woman above his station, his professional and personal life begin to crumble.",6.7,145,NA,NA,NA,NA,4,6
tt0015643,Braveheart,1925,27/12/1925,Western,71,USA,English,Alan Hale,"Elmer Harris, Mary O'Hara",Cinema Corporation of America,"Rod La Rocque, Lillian Rich, Robert Edeson, Arthur Housman, Frank Hagney, Jean Acker, Tyrone Power Sr., Sally Rand, Henry Victor, Nipo T. Strongheart","Chief Standing Rock's tribe has a treaty protecting their fishing grounds, but a canning corporation is violating the treaty through intimidation and force. The tribe is divided as to how ...",7,177,NA,NA,NA,NA,2,NA
tt0015841,The Freshman,1925,20/09/1925,"Comedy, Family, Romance",77,USA,English,"Fred C. Newmeyer, Sam Taylor","Sam Taylor, Ted Wilde",The Harold Lloyd Corporation,"Harold Lloyd, Jobyna Ralston, Brooks Benedict, James H. Anderson, Hazel Keener, Joseph Harrington, Pat Harmon",A nerdy college student will do anything to become popular on campus.,7.5,4882,NA,$ 1392,NA,NA,36,39
tt0016220,The Phantom of the Opera,1925,15/11/1925,Horror,93,USA,NA,"Rupert Julian, Lon Chaney",Gaston Leroux,Universal Pictures,"Lon Chaney, Mary Philbin, Norman Kerry, Arthur Edmund Carewe, Gibson Gowland, John St. Polis, Snitz Edwards, Mary Fabian, Virginia Pearson","A mad, disfigured composer seeks love with a lovely young opera singer.",7.6,16255,NA,$ 3751476,$ 4360000,NA,152,99
tt0016226,The Plastic Age,1925,15/12/1925,"Comedy, Romance, Sport",73,USA,English,Wesley Ruggles,"Frederica Sagor Maas, Percy Marks",B.P. Schulberg Productions,"Donald Keith, Mary Alden, Henry B. Walthall, Gilbert Roland, Clara Bow, David Butler","Hugh Carver is an athletic star and a freshman at Prescott College. He falls in love with Cynthia Day, a popular girl who loves to go to parties. He finds that it is impossible to please ...",6,269,NA,NA,NA,NA,11,2
tt0016258,The Rag Man,1925,16/02/1925,"Drama, Comedy",68,USA,"English, Yiddish",Edward F. Cline,"Willard Mack, Robert E. Hopkins",Metro-Goldwyn Pictures Corporation,"Jackie Coogan, Lydia Yeamans Titus, Ethel Wales, Robert Edeson, William Conklin, Max Davidson, Dynamite the Horse","Tim Kelly is an orphan who runs away after his orphanage burns down. Presumed to be killed in the fire, he is able to roam the streets of New York freely. He meets Max Ginsberg, an old ...",7.1,319,NA,NA,NA,NA,11,3
tt0016461,Tumbleweeds,1925,27/12/1925,Western,78,USA,English,"King Baggot, William S. Hart","Hal G. Evarts, C. Gardner Sullivan",William S. Hart Productions,"William S. Hart, Barbara Bedford, Lucien Littlefield, J. Gordon Russell, Richard Neill, Jack Murphy, James Gordon, George F. Marion, Gertrude Claire, Lillian Leighton, Taylor N. Duncan",The government will grant a fringe of terrain for the settlers who want to live and work there. The starting sign will be a gunshot which will iniciate the run for the best fields and ...,6.5,538,$ 312000,NA,NA,NA,20,7
tt0016560,Zander the Great,1925,02/05/1925,"Action, Comedy, Drama",80,USA,English,George W. Hill,"Frances Marion, Salisbury Field",Cosmopolitan Productions,"Marion Davies, Holbrook Blinn, Harrison Ford, Harry Watson, Harry Myers, George Siegmann, Emily Fitzroy, Hobart Bosworth, Richard Carle, Hedda Hopper, Olin Howland, Jack Huff","Mamie, an orphan girl who was abused in the orphanage, is taken in by Mrs. Caldwell, a kindly woman with a young son named Alexander. Mamie hits it off with the lad, and nicknames him ""...",5.4,609,NA,$ 264738,NA,NA,3,2
tt0016664,The Blue Eagle,1926,12/09/1926,"Action, Drama",58,USA,English,John Ford,"Gerald Beaumont, Gordon Rigby",Fox Film Corporation,"George O'Brien, Janet Gaynor, William Russell, Margaret Livingston, Robert Edeson, Philip Ford, David Butler, Lew Short, Ralph Sipperly, Jerry Madden","George and Big Jim are comrades in the Navy but rivals outside it, both fighting for the love of Rose, the local policeman's daughter. When the war is over Father Regan tries to unite them ...",5.5,139,NA,NA,NA,NA,5,2
tt0017029,Kiki,1926,04/04/1926,Comedy,108,USA,English,Clarence Brown,"Hanns Kräly, André Picard",Norma Talmadge Film Corporation,"Norma Talmadge, Ronald Colman, Gertrude Astor, Marc McDermott, George K. Arthur, William Orlamond, Erwin Connelly, Frankie Darro, Mack Swain","Kiki, a poor young woman who sells newspapers on the street corners of Paris, is able to land a job singing and dancing at a nearby theater. While she is there, she invites herself into the...",6.7,399,NA,$ 414115,NA,NA,12,2
tt0017136,Metropolis,1927,01/10/1928,"Drama, Sci-Fi",153,Germany,German,Fritz Lang,"Thea von Harbou, Thea von Harbou",Universum Film (UFA),"Alfred Abel, Gustav Fröhlich, Rudolf Klein-Rogge, Fritz Rasp, Theodor Loos, Erwin Biswanger, Heinrich George, Brigitte Helm","In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working class prophet who predicts the coming of a savior to mediate their differences.",8.3,156076,DEM 6000000,$ 1236166,$ 1349711,98,495,208
tt0017350,The Scarlet Letter,1926,08/01/1927,Drama,115,USA,English,Victor Sjöström,"Nathaniel Hawthorne, Frances Marion",Metro-Goldwyn-Mayer (MGM),"Lillian Gish, Lars Hanson, Henry B. Walthall, Karl Dane, William H. Tooker, Marcelle Corday, Fred Herzog, Jules Cowles, Mary Hawes, Joyce Coad, James A. Marcus","After having a child out of wedlock, a young Puritan woman is pressured to reveal the name of her lover.",7.7,1542,$ 430290,NA,NA,NA,29,13
tt0017519,The Volga Boatman,1926,23/05/1926,"Drama, Romance",120,USA,English,Cecil B. DeMille,"Konrad Bercovici, Lenore J. Coffee",DeMille Pictures Corporation,"William Boyd, Elinor Fair, Robert Edeson, Victor Varconi, Julia Faye, Theodore Kosloff, Arthur Rankin","During the Revolution Princess Vera, though betrothed to Prince Dimitri, is attracted to the peasant Feodor.",6.6,122,$ 497356,NA,NA,NA,10,6
tt0017739,The Cat and the Canary,1927,15/07/1929,"Comedy, Horror, Mystery",108,USA,English,Paul Leni,"John Willard, Robert F. Hill",Universal Pictures,"Laura La Plante, Creighton Hale, Forrest Stanley, Tully Marshall, Gertrude Astor, Flora Finch, Arthur Edmund Carewe, Martha Mattox, George Siegmann, Lucien Littlefield",Relatives of an eccentric millionaire gather in his spooky mansion on the 20th anniversary of his death for the reading of his will.,7.1,2654,NA,$ 325550,NA,NA,53,57
tt0017750,Chicago,1927,23/12/1927,"Comedy, Crime, Drama",118,USA,English,Frank Urson,"Maurine Dallas Watkins, Lenore J. Coffee",DeMille Pictures Corporation,"Phyllis Haver, Victor Varconi, Virginia Bradford, Robert Edeson, Eugene Pallette, Warner Richmond, T. Roy Barnes, Clarence Burton, Julia Faye, May Robson, Viola Louie","A wild jazz-loving and boozing wife Roxie Hart, kills her boyfriend in cold blood after he leaves her.",7.1,374,$ 264397,NA,NA,NA,13,14
tt0017809,Devushka s korobkoy,1927,19/04/1927,"Comedy, Drama, Romance",60,Soviet Union,NA,Boris Barnet,"Vadim Shershenevich, Valentin Turkin",Mezhrabpom-Rus,"Anna Sten, Vladimir Mikhaylov, Vladimir Fogel, Ivan Koval-Samborsky, Serafima Birman, Pavel Pol, Yeva Milyutina, Vladimir Popov","Natasha and her grandfather live in a cottage near Moscow, making hats for Madame Irène. Madame and her husband have told the housing committee that Natasha rents a room from them; this ...",7.2,599,NA,NA,NA,NA,10,8
tt0017832,The Drop Kick,1927,25/09/1927,"Drama, Sport",62,USA,English,Millard Webb,"Katharine Brush, Winifred Dunn",First National Pictures,"Richard Barthelmess, Barbara Kent, Dorothy Revier, Eugene Strong, Alberta Vaughn, James Bradbury Jr., Brooks Benedict, Hedda Hopper, Mayme Kelso, George C. Pearce",College football player Jack Hamill finds his reputation on the line when he pays an innocent visit to a woman whose husband kills himself.,4.8,206,NA,NA,NA,NA,7,2
tt0018037,The Jazz Singer,1927,04/02/1928,"Drama, Music, Musical",88,USA,English,Alan Crosland,"Samson Raphaelson, Alfred A. Cohn",Warner Bros.,"Al Jolson, May McAvoy, Warner Oland, Eugenie Besserer, Otto Lederer, Robert Gordon, Richard Tucker, Yossele Rosenblatt",The son of a Jewish Cantor must defy the traditions of his religious father in order to pursue his dream of becoming a jazz singer.,6.5,8866,$ 422000,NA,NA,66,104,63
tt0018183,My Best Girl,1927,31/10/1927,"Comedy, Romance",80,USA,English,Sam Taylor,"Kathleen Norris, Allen McNeil",Mary Pickford Company,"Mary Pickford, Charles 'Buddy' Rogers, Sunshine Hart, Lucien Littlefield, Carmelita Geraghty, Hobart Bosworth, Evelyn Hall, Avonne Taylor, Mack Swain, John Junior","A department store's stock girl falls in love with a co-worker, the son of the store's manager; the feeling is mutual though he is engaged to a debutante and focusing on becoming successful without the influence of his father.",7.4,787,$ 483103,NA,NA,NA,22,12
tt0018440,Spring Fever,1927,22/10/1927,Comedy,78,USA,English,Edward Sedgwick,"Frank Davis, Vincent Lawrence",Metro-Goldwyn-Mayer (MGM),"William Haines, Joan Crawford, George K. Arthur, George Fawcett, Eileen Percy, Edward Earle, Bert Woodruff, Lee Moran, Helen Brent, Florence Wix","To impress a wealthy young woman, a clerk pretends he is a pro-golfer.",6,884,NA,$ 405000,NA,NA,13,4
tt0018471,Tell It to the Marines,1926,29/01/1927,"Comedy, Drama, Romance",103,USA,English,George W. Hill,"Richard Schayer, Joseph Farnham",Metro-Goldwyn-Mayer (MGM),"Lon Chaney, William Haines, Eleanor Boardman, Eddie Gribbon, Carmel Myers, Warner Oland, Mitchell Lewis, Frank Currier, Maurice E. Kains",A gruff Marine sergeant and a handsome new recruit compete for the affection of a nurse.,6.9,1422,$ 433000,NA,NA,NA,29,5
tt0018526,Underworld,1927,29/10/1927,"Crime, Drama, Film-Noir",80,USA,English,"Josef von Sternberg, Arthur Rosson","Charles Furthman, Ben Hecht",Paramount Pictures,"George Bancroft, Evelyn Brent, Clive Brook, Fred Kohler, Helen Lynch, Larry Semon, Jerry Mandy","Boisterous gangster kingpin Bull Weed rehabilitates his former lawyer from his alcoholic haze, but complications arise when he falls for Weed's girlfriend.",7.6,2545,NA,$ 1642194,NA,NA,31,50
tt0018684,Beggars of Life,1928,22/09/1928,"Adventure, Drama",100,USA,English,William A. Wellman,"Benjamin Glazer, Jim Tully",Paramount Famous Lasky Corporation,"Wallace Beery, Louise Brooks, Richard Arlen, Blue Washington, Kewpie Morgan, Andy Clark, Mike Donlin, Roscoe Karns, Bob Perry, Johnnie Morris, George Kotsonaros, Jack Chapin, Robert Brower, Frank Brownlee","After killing her treacherous step-father, a girl tries to escape the country with a young vagabond. She dresses as a boy, they hop freight trains, quarrel with a group of hobos, and steal ...",7.5,945,NA,NA,NA,NA,24,17
tt0018742,The Cameraman,1928,19/12/1970,"Comedy, Drama, Family",76,USA,English,"Edward Sedgwick, Buster Keaton","Clyde Bruckman, Lew Lipton",Metro-Goldwyn-Mayer (MGM),"Buster Keaton, Marceline Day, Harold Goodwin, Sidney Bracey, Harry Gribbon","Hopelessly in love with a woman working at MGM Studios, a clumsy man attempts to become a motion picture cameraman to be close to the object of his desire.",8.1,10101,NA,NA,$ 1737460,NA,61,49
tt0018908,The Four Feathers,1929,01/06/1929,"Adventure, Drama, Romance",81,USA,English,"Merian C. Cooper, Lothar Mendes","A.E.W. Mason, Hope Loring",Paramount Pictures,"Richard Arlen, Fay Wray, Clive Brook, William Powell, Theodore von Eltz, Noah Beery, Zack Williams, Noble Johnson, Harold Hightower, Philippe De Lacy, E.J. Ratcliffe, George Fawcett, Augustin Symonds","When British officer Harry resigns from his regiment, he is labeled a coward by his family and friends. Harry receives four white feathers as a mark of a coward. In order to redeem himself ...",6.9,261,NA,NA,NA,NA,8,5
tt0018909,Four Sons,1928,13/02/1928,"Drama, War",100,USA,English,John Ford,"Philip Klein, I.A.R. Wylie",Fox Film Corporation,"Margaret Mann, James Hall, Charles Morton, Francis X. Bushman Jr., George Meeker, June Collyer, Earle Foxe, Albert Gran, Frank Reicher, Archduke Leopold of Austria, Ferdinand Schumann-Heink, Jack Pennick","A family saga in which three of a Bavarian widow's sons go to war for Germany and the fourth goes to America, Germany's eventual opponent.",7.1,623,NA,NA,NA,NA,17,8
tt0019182,Mother Machree,1927,19/12/1927,Drama,75,USA,NA,John Ford,"Rida Johnson Young, Gertrude Orr",Fox Film Corporation,"Belle Bennett, Philippe De Lacy, Victor McLaglen, Ted McNamara, Billy Platt, Eulalie Jensen, Constance Howard, Pat Somerset, Neil Hamilton, Vondell Darr","Ellen McHugh, a poor Irish immigrant to America, finds work in a carnival and is thus able to send her son Brian to a fine school. But when her position is found out, the school expels ...",5.3,116,$ 750000,NA,NA,NA,1,3
tt0019237,Our Dancing Daughters,1928,01/09/1928,Drama,85,USA,English,Harry Beaumont,"Josephine Lovett, Marian Ainslee",Metro-Goldwyn-Mayer (MGM),"Joan Crawford, Johnny Mack Brown, Nils Asther, Dorothy Sebastian, Anita Page, Kathlyn Williams, Edward J. Nugent, Dorothy Cumming, Huntley Gordon, Evelyn Hall, Sam De Grasse, Helen Brent",A flapper who's secretly a good girl and a gold digging floozy masquerading as an ingénue both vie for the hand of a millionaire.,6.7,1501,$ 178000,NA,NA,NA,30,12
tt0019304,The Racket,1928,01/11/1928,"Crime, Drama, Film-Noir",84,USA,English,Lewis Milestone,"Bartlett Cormack, Bartlett Cormack",The Caddo Company,"Thomas Meighan, Louis Wolheim, Marie Prevost, G. Pat Collins, Henry Sedley, George E. Stone, Sam De Grasse, Richard 'Skeets' Gallagher, Lee Moran, John Darrow, Lucien Prival, Dan Wolheim",An honest police captain vows to bring down a powerful bootlegger who is protected by corrupt politicians and judges.,6.7,1099,NA,NA,NA,NA,28,14
tt0019388,The Singing Fool,1928,19/04/1929,"Musical, Drama",105,USA,English,Lloyd Bacon,"C. Graham Baker, C. Graham Baker",Warner Bros.,"Al Jolson, Betty Bronson, Josephine Dunn, Arthur Housman, Reed Howes, Davey Lee, Edward Martindel, Robert Emmett O'Connor, Helen Lynch, Agnes Franey, The Yacht Club Boys","A singing waiter and composer (Al Jolson) loves two women (Betty Bronson, Josephine Dunn), conquers Broadway and holds his dying son, singing ""Sonny Boy.""",6.2,206,NA,$ 10900000,$ 12862000,NA,13,6
tt0019462,That Certain Thing,1928,01/01/1928,"Comedy, Drama, Romance",69,USA,English,Frank Capra,"Elmer Harris, Elmer Harris",Columbia Pictures,"Viola Dana, Ralph Graves, Burr McIntosh, Aggie Herring, Carl Gerard, Syd Crossley","Molly Kelly wants to marry a millionaire. When she runs into Andy Charles, heir to a restaurant fortune, she jumps at the chance and marries him. Andy's father if furious and disinherits ...",6,227,$ 20000,NA,NA,NA,7,7
tt0019649,Arsenal,1929,01/11/1967,"Drama, War",90,Soviet Union,Russian,Aleksandr Dovzhenko,Aleksandr Dovzhenko,Vseukrainske Foto Kino Upravlinnia (VUFKU),"Semyon Svashenko, Georgi Khorkov, Amvrosi Buchma, Dmitri Erdman, Sergey Petrov, M. Mikhajlovsky, Aleksandr Evdakov",A soldier returns to Kiev after surviving a train crash and encounters clashes between nationalists and collectivists.,7.3,1805,NA,NA,NA,NA,15,21
tt0019939,Goluboy ekspress,1929,20/12/1929,Drama,62,Soviet Union,Russian,Ilya Trauberg,"Leonid Iyerikhonov, Ilya Trauberg",Sovkino,"Sergei Minin, Igor Chernyak, I. Arbenin, Yakov Gudkin, Ivan Savelyev, San Bo Yan, Lian Din Do, Chu Chai Wan, Chzan Kai, A. Vardul, Spasayevsky, Yanina Zheymo, Zana Zanoni, Boris Brodyansky, Chai Wan San","In a train where social classes are strictly separated (wealthy in the front, poor in the back), a revolt erupts.",6.4,103,NA,NA,NA,NA,1,4
tt0020075,Laila,1929,12/10/1929,"Drama, Romance",165,Norway,NA,George Schnéevoigt,"Jens Andreas Friis, George Schnéevoigt",Lunde Film,"Mona Mårtenson, Tryggve Larssen, Harald Schwenzen, Peter Malberg, Cally Monrad, Henry Gleditsch, Finn Bernhoft, Lilly Larson-Lund, Ibe Brekke, Aslag Aslagsen Sara, Rasmus Christiansen, Alice O'Fredericks, Mattis Morotaja",A spirited Norwegian Lass is torn between two suitors and two cultures.,7.3,214,NA,NA,NA,NA,6,5
